geoRegion,datum,entries,timeframe_all,timeframe_phase2,timeframe_phase2b,timeframe_phase3,timeframe_phase4,timeframe_phase5,timeframe_phase6,timeframe_vacc_info,timeframe_28d,timeframe_14d,sumTotal,offset_vacc_info,sumTotal_vacc_info,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
TG,202031,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,79,613,0,1,100,282909,0.71,27.92,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,1,0.36,100,0
TI,202031,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,779,2686,0,1,100,350986,0.57,221.95,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,1,0.29,100,0
UR,202031,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,71,0,NA,NA,36819,0,43.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,-1,-2.72,-100,NA
VD,202031,7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,608,2416,0,1,100,814762,0.86,74.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,0,0,0,0
VS,202031,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244,1150,0,NA,NA,348503,0,70.01,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,-1,-0.29,-100,NA
ZG,202031,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,114,0,NA,NA,128794,0,20.19,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,0,0,NA,NA
ZH,202031,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,466,3110,0,1,100,1553423,1.03,30,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-31,4,0.26,33.3,0
AG,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,190,1286,0,1,100,694072,0.14,27.37,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-5,-0.72,-83.3,0
AI,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,43,0,NA,NA,16293,0,12.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
AR,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,162,0,NA,NA,55309,0,41.58,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
BE,202032,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,237,2247,0,1,100,1043132,0.48,22.72,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,3,0.29,150,0
BL,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,700,0,1,100,290969,0.34,58.43,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,0,0
BS,202032,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,160,622,0,1,100,196735,1.02,81.33,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-1,-0.5,-33.3,0
FL,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9,144,0,NA,NA,39055,0,23.04,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
FR,202032,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248,1017,0,1,100,325496,0.61,76.19,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,1,0.3,100,0
GE,202032,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,396,1126,0,1,100,506343,0.99,78.21,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,0,0
GL,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,121,0,NA,NA,40851,0,44.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
GR,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,108,491,0,NA,NA,200096,0,53.97,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-2,-1,-100,NA
JU,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,183,0,1,100,73709,1.36,74.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,1,1.36,NA,NA
LU,202032,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82,627,0,1,100,416347,0.72,19.7,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-2,-0.48,-40,0
NE,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,164,887,0,NA,NA,175894,0,93.24,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-1,-0.57,-100,NA
NW,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,0,NA,NA,43520,0,57.44,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-1,-2.3,-100,NA
OW,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,96,0,NA,NA,38108,0,18.37,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
SG,202032,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,134,1302,0,1,100,514504,1.17,26.04,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,1,0.2,20,0
SH,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,157,0,1,100,83107,1.2,19.25,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,1,1.2,NA,NA
SO,202032,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94,790,0,1,100,277462,0.72,33.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,1,0.36,100,0
SZ,202032,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,505,0,1,100,162157,2.47,30.83,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,2,1.24,100,0
TG,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80,613,0,1,100,282909,0.35,28.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-1,-0.36,-50,0
TI,202032,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,780,2686,0,1,100,350986,0.28,222.23,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-1,-0.29,-50,0
UR,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,71,0,NA,NA,36819,0,43.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
VD,202032,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,611,2416,0,1,100,814762,0.37,74.99,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-4,-0.49,-57.1,0
VS,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244,1150,0,NA,NA,348503,0,70.01,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
ZG,202032,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,26,114,0,NA,NA,128794,0,20.19,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,0,0,NA,NA
ZH,202032,12,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,478,3110,0,1,100,1553423,0.77,30.77,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-32,-4,-0.26,-25,0
AG,202033,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,192,1286,0,1,100,694072,0.29,27.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,1,0.15,100,0
AI,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,43,0,NA,NA,16293,0,12.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
AR,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,162,0,NA,NA,55309,0,41.58,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
BE,202033,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,241,2247,0,1,100,1043132,0.38,23.1,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-1,-0.1,-20,0
BL,202033,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,172,700,0,1,100,290969,0.69,59.11,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,1,0.35,100,0
BS,202033,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,166,622,0,1,100,196735,3.05,84.38,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,4,2.03,200,0
FL,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,144,0,1,100,39055,2.56,25.6,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,1,2.56,NA,NA
FR,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248,1017,0,NA,NA,325496,0,76.19,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-2,-0.61,-100,NA
GE,202033,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,399,1126,0,1,100,506343,0.59,78.8,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-2,-0.4,-40,0
GL,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,121,0,NA,NA,40851,0,44.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
GR,202033,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,110,491,0,1,100,200096,1,54.97,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,2,1,NA,NA
JU,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,55,183,0,NA,NA,73709,0,74.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-1,-1.36,-100,NA
LU,202033,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,627,0,1,100,416347,0.48,20.18,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-1,-0.24,-33.3,0
NE,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,164,887,0,NA,NA,175894,0,93.24,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
NW,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,0,NA,NA,43520,0,57.44,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
OW,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7,96,0,NA,NA,38108,0,18.37,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,NA,NA
SG,202033,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,137,1302,0,1,100,514504,0.58,26.63,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-3,-0.59,-50,0
SH,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,157,0,1,100,83107,1.2,20.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,0,0
SO,202033,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,94,790,0,NA,NA,277462,0,33.88,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-2,-0.72,-100,NA
SZ,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,51,505,0,1,100,162157,0.62,31.45,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,-3,-1.85,-75,0
TG,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,613,0,1,100,282909,0.35,28.63,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,0,0
TI,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,781,2686,0,1,100,350986,0.28,222.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,0,0
UR,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,71,0,1,100,36819,2.72,46.17,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,1,2.72,NA,NA
VD,202033,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,614,2416,0,1,100,814762,0.37,75.36,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,0,0,0,0
VS,202033,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248,1150,0,1,100,348503,1.15,71.16,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,4,1.15,NA,NA
ZG,202033,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,114,0,1,100,128794,0.78,20.96,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,1,0.78,NA,NA
ZH,202033,16,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,494,3110,0,1,100,1553423,1.03,31.8,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-33,4,0.26,33.3,0
AG,202034,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,197,1286,0,1,100,694072,0.72,28.38,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,3,0.43,150,0
AI,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,43,0,NA,NA,16293,0,12.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,NA,NA
AR,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,162,0,NA,NA,55309,0,41.58,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,NA,NA
BE,202034,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,244,2247,0,1,100,1043132,0.29,23.39,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-0.09,-25,0
BL,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,172,700,0,NA,NA,290969,0,59.11,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-2,-0.69,-100,NA
BS,202034,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,622,0,1,100,196735,2.03,86.41,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-2,-1.02,-33.3,0
FL,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,144,0,NA,NA,39055,0,25.6,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-2.56,-100,NA
FR,202034,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,250,1017,0,1,100,325496,0.61,76.81,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,2,0.61,NA,NA
GE,202034,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,402,1126,0,1,100,506343,0.59,79.39,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,0,0
GL,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,121,0,NA,NA,40851,0,44.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,NA,NA
GR,202034,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111,491,0,1,100,200096,0.5,55.47,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-0.5,-50,0
JU,202034,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,183,0,1,100,73709,1.36,75.97,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,1.36,NA,NA
LU,202034,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,86,627,0,1,100,416347,0.48,20.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,0,0
NE,202034,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,165,887,0,1,100,175894,0.57,93.81,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,0.57,NA,NA
NW,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,0,NA,NA,43520,0,57.44,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,NA,NA
OW,202034,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,96,0,1,100,38108,2.62,20.99,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,2.62,NA,NA
SG,202034,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,140,1302,0,1,100,514504,0.58,27.21,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,0,0,0,0
SH,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,157,0,NA,NA,83107,0,20.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-1.2,-100,NA
SO,202034,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98,790,0,1,100,277462,1.44,35.32,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,4,1.44,NA,NA
SZ,202034,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,505,0,1,100,162157,1.23,32.68,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,0.61,100,0
TG,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81,613,0,NA,NA,282909,0,28.63,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-0.35,-100,NA
TI,202034,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,783,2686,0,1,100,350986,0.57,223.09,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,0.29,100,0
UR,202034,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,71,0,NA,NA,36819,0,46.17,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-1,-2.72,-100,NA
VD,202034,9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,623,2416,0,1,100,814762,1.1,76.46,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,6,0.73,200,0
VS,202034,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,249,1150,0,1,100,348503,0.29,71.45,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-3,-0.86,-75,0
ZG,202034,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,29,114,0,1,100,128794,1.55,22.52,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,1,0.77,100,0
ZH,202034,5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,499,3110,0,1,100,1553423,0.32,32.12,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-34,-11,-0.71,-68.8,0
AG,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,197,1286,0,NA,NA,694072,0,28.38,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-5,-0.72,-100,NA
AI,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,43,0,NA,NA,16293,0,12.28,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
AR,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,23,162,0,NA,NA,55309,0,41.58,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
BE,202035,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,248,2247,0,1,100,1043132,0.38,23.77,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,1,0.09,33.3,0
BL,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,174,700,0,1,100,290969,0.69,59.8,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,2,0.69,NA,NA
BS,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,170,622,0,NA,NA,196735,0,86.41,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-4,-2.03,-100,NA
FL,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,144,0,NA,NA,39055,0,25.6,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
FR,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,252,1017,0,1,100,325496,0.61,77.42,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,0,0
GE,202035,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,406,1126,0,1,100,506343,0.79,80.18,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,1,0.2,33.3,0
GL,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,121,0,NA,NA,40851,0,44.06,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
GR,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111,491,0,NA,NA,200096,0,55.47,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-1,-0.5,-100,NA
JU,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,56,183,0,NA,NA,73709,0,75.97,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-1,-1.36,-100,NA
LU,202035,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,627,0,1,100,416347,0.96,21.62,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,2,0.48,100,0
NE,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,167,887,0,1,100,175894,1.14,94.94,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,1,0.57,100,0
NW,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,25,87,0,NA,NA,43520,0,57.44,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
OW,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,10,96,0,1,100,38108,5.25,26.24,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,1,2.63,100,0
SG,202035,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,143,1302,0,1,100,514504,0.58,27.79,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,0,0
SH,202035,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,157,0,1,100,83107,1.2,21.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,1,1.2,NA,NA
SO,202035,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,99,790,0,1,100,277462,0.36,35.68,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-3,-1.08,-75,0
SZ,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,505,0,NA,NA,162157,0,32.68,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,-2,-1.23,-100,NA
TG,202035,3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84,613,0,1,100,282909,1.06,29.69,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,3,1.06,NA,NA
TI,202035,2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,785,2686,0,1,100,350986,0.57,223.66,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,0,0
UR,202035,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,17,71,0,NA,NA,36819,0,46.17,COVID19Hosp,,2022-05-03_06-06-15,isoweek,2020-35,0,0,NA,NA
